source_file,file_name,session,quadrant,label,packet_count,valid_packet_count,subcarrier_count,duration_seconds,sampling_rate_hz,sequence_gaps,mean_rssi
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\movement\movement_session_01_quad1_p003_20260718_161553.bin,movement_session_01_quad1_p003_20260718_161553.bin,session_01,quad1,movement,492,492,128,9.964985847473145,49.27252356555073,0,-55.636178861788615
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\movement\movement_session_01_quad1_p004_20260718_161620.bin,movement_session_01_quad1_p004_20260718_161620.bin,session_01,quad1,movement,489,489,128,9.98002004623413,48.89769737327755,0,-51.84458077709611
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\movement\movement_session_01_quad1_p008_20260718_161810.bin,movement_session_01_quad1_p008_20260718_161810.bin,session_01,quad1,movement,493,493,128,9.979396104812622,49.30158045963624,0,-52.59634888438134
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\movement\movement_session_01_quad1_p012_20260718_161959.bin,movement_session_01_quad1_p012_20260718_161959.bin,session_01,quad1,movement,494,494,128,9.980257034301758,49.3975253648857,0,-56.10323886639676
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\movement\movement_session_01_quad1_p013_20260718_162026.bin,movement_session_01_quad1_p013_20260718_162026.bin,session_01,quad1,movement,495,495,128,9.980062007904053,49.49869044989497,0,-51.292929292929294
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\movement\movement_session_01_quad1_p017_20260718_162216.bin,movement_session_01_quad1_p017_20260718_162216.bin,session_01,quad1,movement,496,496,128,9.959818840026855,49.69969915624141,0,-51.12096774193548
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\movement\movement_session_01_quad1_p021_20260718_162405.bin,movement_session_01_quad1_p021_20260718_162405.bin,session_01,quad1,movement,500,500,128,9.975117921829224,50.02447128048528,0,-48.344
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\movement\movement_session_01_quad1_p022_20260718_162433.bin,movement_session_01_quad1_p022_20260718_162433.bin,session_01,quad1,movement,497,497,128,9.975963115692139,49.71951021147969,0,-49.27967806841046
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\movement\movement_session_01_quad1_p026_20260718_162622.bin,movement_session_01_quad1_p026_20260718_162622.bin,session_01,quad1,movement,498,498,128,9.980440139770508,49.79740302429469,0,-46.60843373493976
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\movement\movement_session_01_quad1_p030_20260718_162811.bin,movement_session_01_quad1_p030_20260718_162811.bin,session_01,quad1,movement,415,415,128,9.981994867324829,41.47467570387079,0,-53.60481927710843
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\static_presence\static_presence_session_01_quad1_p002_20260718_161526.bin,static_presence_session_01_quad1_p002_20260718_161526.bin,session_01,quad1,static_presence,500,500,128,9.98134994506836,49.99323766286229,0,-58.662
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\static_presence\static_presence_session_01_quad1_p006_20260718_161715.bin,static_presence_session_01_quad1_p006_20260718_161715.bin,session_01,quad1,static_presence,500,500,128,9.979989051818848,50.00005485066715,0,-55.998
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\static_presence\static_presence_session_01_quad1_p007_20260718_161742.bin,static_presence_session_01_quad1_p007_20260718_161742.bin,session_01,quad1,static_presence,343,343,128,9.914690971374512,34.49426724316625,0,-52.04956268221574
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\static_presence\static_presence_session_01_quad1_p011_20260718_161932.bin,static_presence_session_01_quad1_p011_20260718_161932.bin,session_01,quad1,static_presence,500,500,128,9.980180978775024,49.999093309152364,0,-54.476
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\static_presence\static_presence_session_01_quad1_p015_20260718_162121.bin,static_presence_session_01_quad1_p015_20260718_162121.bin,session_01,quad1,static_presence,478,478,128,9.979406356811523,47.79843439028012,0,-44.02928870292887
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\static_presence\static_presence_session_01_quad1_p016_20260718_162149.bin,static_presence_session_01_quad1_p016_20260718_162149.bin,session_01,quad1,static_presence,500,500,128,9.980082035064697,49.999589006060226,0,-46.998
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\static_presence\static_presence_session_01_quad1_p020_20260718_162338.bin,static_presence_session_01_quad1_p020_20260718_162338.bin,session_01,quad1,static_presence,500,500,128,9.980321168899536,49.99839098915706,0,-48.036
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\static_presence\static_presence_session_01_quad1_p024_20260718_162527.bin,static_presence_session_01_quad1_p024_20260718_162527.bin,session_01,quad1,static_presence,499,499,128,9.980216026306152,49.898719495385336,0,-47.97194388777555
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\static_presence\static_presence_session_01_quad1_p025_20260718_162555.bin,static_presence_session_01_quad1_p025_20260718_162555.bin,session_01,quad1,static_presence,272,272,128,9.855962991714478,27.496044803315424,0,-52.00367647058823
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\static_presence\static_presence_session_01_quad1_p029_20260718_162744.bin,static_presence_session_01_quad1_p029_20260718_162744.bin,session_01,quad1,static_presence,493,493,128,9.983033895492554,49.28361509642307,0,-53.4340770791075
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p001_20260718_163450.bin,empty_session_01_quad2_p001_20260718_163450.bin,session_01,quad2,empty,500,500,128,9.980000019073486,49.99999990444145,0,-47.002
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p005_20260718_163631.bin,empty_session_01_quad2_p005_20260718_163631.bin,session_01,quad2,empty,499,499,128,9.980057954788208,49.89950982810383,0,-47.0
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p009_20260718_163813.bin,empty_session_01_quad2_p009_20260718_163813.bin,session_01,quad2,empty,500,500,128,9.980195999145508,49.999018059637685,0,-46.952
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p010_20260718_163838.bin,empty_session_01_quad2_p010_20260718_163838.bin,session_01,quad2,empty,500,500,128,9.979696035385132,50.00152291519596,0,-46.12
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p014_20260718_164020.bin,empty_session_01_quad2_p014_20260718_164020.bin,session_01,quad2,empty,500,500,128,9.976401090621948,50.018037112508615,0,-46.532
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p018_20260718_164201.bin,empty_session_01_quad2_p018_20260718_164201.bin,session_01,quad2,empty,500,500,128,9.980122089385986,49.999388337212245,0,-46.024
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p019_20260718_164227.bin,empty_session_01_quad2_p019_20260718_164227.bin,session_01,quad2,empty,500,500,128,9.979808807373047,50.000957897243545,0,-46.048
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p023_20260718_164408.bin,empty_session_01_quad2_p023_20260718_164408.bin,session_01,quad2,empty,500,500,128,9.980221033096313,49.998892644283224,0,-46.344
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p027_20260718_164550.bin,empty_session_01_quad2_p027_20260718_164550.bin,session_01,quad2,empty,500,500,128,9.979827165603638,50.000865918785436,0,-46.024
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p028_20260718_164615.bin,empty_session_01_quad2_p028_20260718_164615.bin,session_01,quad2,empty,500,500,128,9.980263948440552,49.99867764799651,0,-46.044
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\movement\movement_session_01_quad2_p003_20260718_163541.bin,movement_session_01_quad2_p003_20260718_163541.bin,session_01,quad2,movement,500,500,128,9.980468988418579,49.997650469035456,0,-46.664
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\movement\movement_session_01_quad2_p004_20260718_163606.bin,movement_session_01_quad2_p004_20260718_163606.bin,session_01,quad2,movement,500,500,128,9.980790853500366,49.99603812206881,0,-46.95
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\movement\movement_session_01_quad2_p008_20260718_163747.bin,movement_session_01_quad2_p008_20260718_163747.bin,session_01,quad2,movement,500,500,128,9.980200052261353,49.998997754251896,0,-46.498
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\movement\movement_session_01_quad2_p012_20260718_163929.bin,movement_session_01_quad2_p012_20260718_163929.bin,session_01,quad2,movement,500,500,128,9.97866702079773,50.00667914461667,0,-46.57
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\movement\movement_session_01_quad2_p013_20260718_163954.bin,movement_session_01_quad2_p013_20260718_163954.bin,session_01,quad2,movement,500,500,128,9.978742837905884,50.00629920078379,0,-46.634
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\movement\movement_session_01_quad2_p017_20260718_164136.bin,movement_session_01_quad2_p017_20260718_164136.bin,session_01,quad2,movement,500,500,128,9.97827696800232,50.008633915470604,0,-46.968
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\movement\movement_session_01_quad2_p021_20260718_164317.bin,movement_session_01_quad2_p021_20260718_164317.bin,session_01,quad2,movement,500,500,128,9.980112075805664,49.999438504273236,0,-47.622
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\movement\movement_session_01_quad2_p022_20260718_164343.bin,movement_session_01_quad2_p022_20260718_164343.bin,session_01,quad2,movement,500,500,128,9.979843139648438,50.000785885856956,0,-46.442
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\movement\movement_session_01_quad2_p026_20260718_164524.bin,movement_session_01_quad2_p026_20260718_164524.bin,session_01,quad2,movement,499,499,128,9.978353023529053,49.908035807684016,0,-47.27254509018036
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\movement\movement_session_01_quad2_p030_20260718_164706.bin,movement_session_01_quad2_p030_20260718_164706.bin,session_01,quad2,movement,500,500,128,9.974308967590332,50.0285284545935,0,-46.676
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\static_presence\static_presence_session_01_quad2_p002_20260718_163515.bin,static_presence_session_01_quad2_p002_20260718_163515.bin,session_01,quad2,static_presence,500,500,128,9.979887962341309,50.00056131721676,0,-46.5
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\static_presence\static_presence_session_01_quad2_p006_20260718_163657.bin,static_presence_session_01_quad2_p006_20260718_163657.bin,session_01,quad2,static_presence,331,331,128,9.979956865310669,33.06627518071215,0,-47.47129909365559
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\static_presence\static_presence_session_01_quad2_p007_20260718_163722.bin,static_presence_session_01_quad2_p007_20260718_163722.bin,session_01,quad2,static_presence,497,497,128,9.977148532867432,49.71360287621674,0,-48.010060362173036
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\static_presence\static_presence_session_01_quad2_p011_20260718_163904.bin,static_presence_session_01_quad2_p011_20260718_163904.bin,session_01,quad2,static_presence,500,500,128,9.980094909667969,49.99952450518343,0,-47.012
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\static_presence\static_presence_session_01_quad2_p015_20260718_164045.bin,static_presence_session_01_quad2_p015_20260718_164045.bin,session_01,quad2,static_presence,500,500,128,9.98003101348877,49.999844622282595,0,-46.036
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\static_presence\static_presence_session_01_quad2_p016_20260718_164110.bin,static_presence_session_01_quad2_p016_20260718_164110.bin,session_01,quad2,static_presence,500,500,128,9.979990005493164,50.000050072729685,0,-48.066
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\static_presence\static_presence_session_01_quad2_p020_20260718_164252.bin,static_presence_session_01_quad2_p020_20260718_164252.bin,session_01,quad2,static_presence,500,500,128,9.980255126953125,49.998721841526695,0,-47.16
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\static_presence\static_presence_session_01_quad2_p024_20260718_164434.bin,static_presence_session_01_quad2_p024_20260718_164434.bin,session_01,quad2,static_presence,501,501,128,9.997842788696289,50.0107883838009,0,-47.01596806387226
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\static_presence\static_presence_session_01_quad2_p025_20260718_164459.bin,static_presence_session_01_quad2_p025_20260718_164459.bin,session_01,quad2,static_presence,500,500,128,9.980110883712769,49.99944447654911,0,-47.02
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\static_presence\static_presence_session_01_quad2_p029_20260718_164640.bin,static_presence_session_01_quad2_p029_20260718_164640.bin,session_01,quad2,static_presence,500,500,128,9.979944944381714,50.00027583127258,0,-46.136
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\empty\empty_session_01_quad3_p001_20260718_164941.bin,empty_session_01_quad3_p001_20260718_164941.bin,session_01,quad3,empty,500,500,128,9.981537103652954,49.99230026579578,0,-46.196
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\empty\empty_session_01_quad3_p005_20260718_165122.bin,empty_session_01_quad3_p005_20260718_165122.bin,session_01,quad3,empty,500,500,128,9.97719407081604,50.014061714967376,0,-46.024
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\empty\empty_session_01_quad3_p009_20260718_165304.bin,empty_session_01_quad3_p009_20260718_165304.bin,session_01,quad3,empty,500,500,128,9.980086088180542,49.999568700210695,0,-46.154
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\empty\empty_session_01_quad3_p010_20260718_165329.bin,empty_session_01_quad3_p010_20260718_165329.bin,session_01,quad3,empty,500,500,128,9.978643894195557,50.00679504058278,0,-46.196
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\empty\empty_session_01_quad3_p014_20260718_165511.bin,empty_session_01_quad3_p014_20260718_165511.bin,session_01,quad3,empty,500,500,128,9.98014521598816,49.999272475575175,0,-46.192
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\empty\empty_session_01_quad3_p018_20260718_165652.bin,empty_session_01_quad3_p018_20260718_165652.bin,session_01,quad3,empty,500,500,128,9.979865074157715,50.00067599031291,0,-46.15
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\empty\empty_session_01_quad3_p019_20260718_165717.bin,empty_session_01_quad3_p019_20260718_165717.bin,session_01,quad3,empty,500,500,128,9.978346824645996,50.008283813857425,0,-46.196
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\empty\empty_session_01_quad3_p023_20260718_165859.bin,empty_session_01_quad3_p023_20260718_165859.bin,session_01,quad3,empty,500,500,128,9.980129957199097,49.99934892030638,0,-46.22
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\empty\empty_session_01_quad3_p027_20260718_170041.bin,empty_session_01_quad3_p027_20260718_170041.bin,session_01,quad3,empty,500,500,128,9.980110168457031,49.999448059915316,0,-46.264
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\empty\empty_session_01_quad3_p028_20260718_170106.bin,empty_session_01_quad3_p028_20260718_170106.bin,session_01,quad3,empty,500,500,128,9.975535869598389,50.022375391457494,0,-46.126
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\movement\movement_session_01_quad3_p003_20260718_165031.bin,movement_session_01_quad3_p003_20260718_165031.bin,session_01,quad3,movement,500,500,128,9.980010032653809,49.999949736253896,0,-51.546
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\movement\movement_session_01_quad3_p004_20260718_165057.bin,movement_session_01_quad3_p004_20260718_165057.bin,session_01,quad3,movement,500,500,128,9.980164051055908,49.999178114432446,0,-52.218
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\movement\movement_session_01_quad3_p008_20260718_165238.bin,movement_session_01_quad3_p008_20260718_165238.bin,session_01,quad3,movement,500,500,128,9.980029821395874,49.99985059465549,0,-49.058
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\movement\movement_session_01_quad3_p012_20260718_165420.bin,movement_session_01_quad3_p012_20260718_165420.bin,session_01,quad3,movement,500,500,128,9.979997158050537,50.00001423822782,0,-52.302
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\movement\movement_session_01_quad3_p013_20260718_165445.bin,movement_session_01_quad3_p013_20260718_165445.bin,session_01,quad3,movement,500,500,128,9.980004072189331,49.99997959825817,0,-48.024
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\movement\movement_session_01_quad3_p017_20260718_165627.bin,movement_session_01_quad3_p017_20260718_165627.bin,session_01,quad3,movement,500,500,128,9.979958057403564,50.0002101341318,0,-49.086
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\movement\movement_session_01_quad3_p021_20260718_165808.bin,movement_session_01_quad3_p021_20260718_165808.bin,session_01,quad3,movement,500,500,128,9.980077981948853,49.99960931192625,0,-53.746
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\movement\movement_session_01_quad3_p022_20260718_165834.bin,movement_session_01_quad3_p022_20260718_165834.bin,session_01,quad3,movement,500,500,128,9.980288028717041,49.998557012000994,0,-50.566
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\movement\movement_session_01_quad3_p026_20260718_170015.bin,movement_session_01_quad3_p026_20260718_170015.bin,session_01,quad3,movement,500,500,128,9.975872039794922,50.02068972110213,0,-49.566
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\movement\movement_session_01_quad3_p030_20260718_170157.bin,movement_session_01_quad3_p030_20260718_170157.bin,session_01,quad3,movement,500,500,128,9.979853868484497,50.00073213254136,0,-49.926
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\static_presence\static_presence_session_01_quad3_p002_20260718_165006.bin,static_presence_session_01_quad3_p002_20260718_165006.bin,session_01,quad3,static_presence,500,500,128,9.979787826538086,50.00106301589574,0,-59.342
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\static_presence\static_presence_session_01_quad3_p006_20260718_165148.bin,static_presence_session_01_quad3_p006_20260718_165148.bin,session_01,quad3,static_presence,499,499,128,9.959952116012573,50.00024038261866,0,-46.19639278557114
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\static_presence\static_presence_session_01_quad3_p007_20260718_165213.bin,static_presence_session_01_quad3_p007_20260718_165213.bin,session_01,quad3,static_presence,499,499,128,9.979915142059326,49.900223890805464,0,-55.517034068136276
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\static_presence\static_presence_session_01_quad3_p011_20260718_165354.bin,static_presence_session_01_quad3_p011_20260718_165354.bin,session_01,quad3,static_presence,500,500,128,9.979993104934692,50.00003454443924,0,-58.174
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\static_presence\static_presence_session_01_quad3_p015_20260718_165536.bin,static_presence_session_01_quad3_p015_20260718_165536.bin,session_01,quad3,static_presence,500,500,128,9.979900121688843,50.00050039734837,0,-51.592
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\static_presence\static_presence_session_01_quad3_p016_20260718_165601.bin,static_presence_session_01_quad3_p016_20260718_165601.bin,session_01,quad3,static_presence,500,500,128,9.980276107788086,49.99861673271809,0,-47.084
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\static_presence\static_presence_session_01_quad3_p020_20260718_165743.bin,static_presence_session_01_quad3_p020_20260718_165743.bin,session_01,quad3,static_presence,500,500,128,9.977463006973267,50.01271361780525,0,-46.24
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\static_presence\static_presence_session_01_quad3_p024_20260718_165924.bin,static_presence_session_01_quad3_p024_20260718_165924.bin,session_01,quad3,static_presence,500,500,128,9.984575986862183,49.977084721132854,0,-64.644
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\static_presence\static_presence_session_01_quad3_p025_20260718_165950.bin,static_presence_session_01_quad3_p025_20260718_165950.bin,session_01,quad3,static_presence,500,500,128,9.98016095161438,49.99919364219094,0,-51.256
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\static_presence\static_presence_session_01_quad3_p029_20260718_170131.bin,static_presence_session_01_quad3_p029_20260718_170131.bin,session_01,quad3,static_presence,500,500,128,9.98504900932312,49.974717153023455,0,-52.984
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad4\empty\empty_session_01_quad4_p001_20260718_172632.bin,empty_session_01_quad4_p001_20260718_172632.bin,session_01,quad4,empty,500,500,128,9.98002004623413,49.99989956816701,0,-46.084
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad4\empty\empty_session_01_quad4_p005_20260718_172813.bin,empty_session_01_quad4_p005_20260718_172813.bin,session_01,quad4,empty,499,499,128,9.960034847259521,49.999825064570274,0,-46.17234468937876
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad4\empty\empty_session_01_quad4_p009_20260718_172955.bin,empty_session_01_quad4_p009_20260718_172955.bin,session_01,quad4,empty,501,501,128,9.99604606628418,50.01977748846695,0,-46.03393213572854
