source_file,file_name,session,quadrant,label,evaluation_count,mean_window_count,accuracy_mean,accuracy_std,mean_confidence
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad5\static_presence\static_presence_session_01_quad5_p020_20260718_174731.bin,static_presence_session_01_quad5_p020_20260718_174731.bin,session_01,quad5,static_presence,2,17.0,0.058823529411764705,0.0831890330807703,0.7397058823529412
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\static_presence\static_presence_session_01_quad2_p007_20260718_163722.bin,static_presence_session_01_quad2_p007_20260718_163722.bin,session_01,quad2,static_presence,1,16.0,0.0625,0.0,0.611875
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\static_presence\static_presence_session_01_quad3_p006_20260718_165148.bin,static_presence_session_01_quad3_p006_20260718_165148.bin,session_01,quad3,static_presence,3,16.0,0.125,0.0625,0.63
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad5\empty\empty_session_02_quad5_p005_20260719_011238.bin,empty_session_02_quad5_p005_20260719_011238.bin,session_02,quad5,empty,2,17.0,0.14705882352941177,0.04159451654038516,0.5758823529411765
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\static_presence\static_presence_session_01_quad2_p002_20260718_163515.bin,static_presence_session_01_quad2_p002_20260718_163515.bin,session_01,quad2,static_presence,3,17.0,0.19607843137254902,0.13584712216226488,0.5419607843137255
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad4\static_presence\static_presence_session_02_quad4_p002_20260719_005620.bin,static_presence_session_02_quad4_p002_20260719_005620.bin,session_02,quad4,static_presence,2,17.0,0.2647058823529412,0.04159451654038516,0.6685294117647058
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad4\static_presence\static_presence_session_02_quad4_p007_20260719_010617.bin,static_presence_session_02_quad4_p007_20260719_010617.bin,session_02,quad4,static_presence,2,17.0,0.2647058823529412,0.04159451654038516,0.5994117647058823
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad4\static_presence\static_presence_session_02_quad4_p006_20260719_010554.bin,static_presence_session_02_quad4_p006_20260719_010554.bin,session_02,quad4,static_presence,4,17.0,0.27941176470588236,0.1619873690378265,0.5775
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\static_presence\static_presence_session_01_quad2_p016_20260718_164110.bin,static_presence_session_01_quad2_p016_20260718_164110.bin,session_01,quad2,static_presence,1,17.0,0.29411764705882354,0.0,0.6064705882352941
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\static_presence\static_presence_session_01_quad2_p029_20260718_164640.bin,static_presence_session_01_quad2_p029_20260718_164640.bin,session_01,quad2,static_presence,2,17.0,0.29411764705882354,0.2495670992423109,0.5914705882352941
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad4\static_presence\static_presence_session_01_quad4_p002_20260718_172657.bin,static_presence_session_01_quad4_p002_20260718_172657.bin,session_01,quad4,static_presence,2,17.0,0.29411764705882354,0.0,0.5276470588235294
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad5\static_presence\static_presence_session_01_quad5_p002_20260718_173954.bin,static_presence_session_01_quad5_p002_20260718_173954.bin,session_01,quad5,static_presence,2,17.0,0.29411764705882354,0.08318903308077032,0.5955882352941176
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad3\empty\empty_session_02_quad3_p009_20260719_003426.bin,empty_session_02_quad3_p009_20260719_003426.bin,session_02,quad3,empty,2,17.0,0.3235294117647059,0.20797258270192573,0.6041176470588235
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\movement\movement_session_01_quad2_p008_20260718_163747.bin,movement_session_01_quad2_p008_20260718_163747.bin,session_01,quad2,movement,3,17.0,0.35294117647058826,0.0,0.6613725490196078
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad4\static_presence\static_presence_session_01_quad4_p020_20260718_173434.bin,static_presence_session_01_quad4_p020_20260718_173434.bin,session_01,quad4,static_presence,4,17.0,0.3823529411764706,0.14002800840280097,0.5470588235294118
